5007,传承吕布,吕,7,7,7,7,7,7,TRUE,501022,5,TRUE,0,,1022,3,1,4,1,100,65,90,308|309|310|311,5007,0,5,2,3,2500,101 100 10,101 501022 15,凤仪相思苦,1024,善变父子情,1023,殒命白门楼,1001,白马旧主义,1047,三姓弃忠义,1008,三国之武神,1010,NULL,-1,500731,500731,500731,500731,500741,0,0,0,0,0,10011 10091 10021,,UITexture/card_list/scard5007,Card/card5007,UI/Texture/Character/NPC/NPC_5007,Audio/Warrior/1022S_01,Audio/Warrior/1022S_02,Audio/Warrior/1022S_03,Audio/Warrior/1022D_01,Audio/Warrior/1022D_02,Audio/Warrior/1022C,Audio/Warrior/1022S_01,三国第一猛将，为人反复无常，武艺有余而智谋不足,克制肉盾的前排[RED]输出[-],输出,14,5007,3,1
5008,传承张角,角,8,8,8,8,8,8,TRUE,501025,5,TRUE,0,,1025,2,4,4,1,70,86,90,204|205,5008,0,2,4,3,2500,101 100 10,101 501025 15,讨伐的大旗,1001,讨伐的大旗,1008,讨伐的大旗,1017,倾倒的大旗,1023,NULL,-1,NULL,-1,NULL,-1,500831,500831,500831,500831,500841,0,0,0,0,0,10041 10031 20031,,UITexture/card_list/scard5008,Card/card5008,UI/Texture/Character/NPC/NPC_5008,Audio/Warrior/1025S_01,Audio/Warrior/1025S_02,Audio/Warrior/1025S_03,Audio/Warrior/1025D_01,Audio/Warrior/1025D_02,Audio/Warrior/1025C,Audio/Warrior/1025S_01,黄巾首领，创立太平道，蛊惑民众为祸一方,有[YELLOW]连锁闪电[-]的弓将,输出,14,5008,2,1
5009,汉献帝,汉,9,9,9,9,9,9,TRUE,,4,TRUE,0,,5009,2,4,4,1,70,86,90,204|205,5009,0,2,4,3,2500,101 100 10, ,NULL,-1,NULL,-1,NULL,-1,NULL,-1,NULL,-1,NULL,-1,NULL,-1,500831,500831,500831,500831,500841,0,0,0,0,0,,,UITexture/card_list/scard5009,Card/card5009,UI/Texture/Character/NPC/NPC_1010,Audio/Warrior/1025S_01,Audio/Warrior/1025S_02,Audio/Warrior/1025S_03,Audio/Warrior/1025D_01,Audio/Warrior/1025D_02,Audio/Warrior/1025C,Audio/Warrior/1025S_01,真是惨惨惨！,东汉末年最后一位皇帝，惨。,你猜,14,0,2,1
5010,传承司马懿,司,10,10,10,10,10,10,TRUE,501002,5,TRUE,0,,1002,3,3,1,1,80,96,96,308|309|310|311,5010,0,2,2,2,2500,101 100 10,101 501002 15,狼顾之忌,1001,魏蜀双星,1011,魏之忠魂,1003,一生相佐,1006,野心之子,2005,杀婢狠妻,2004,NULL,-1,501031,501031,501031,501031,501041,0,0,0,0,0,10031 10051 20031,,UITexture/card_list/scard5010,Card/card5010,UI/Texture/Character/NPC/NPC_5010,Audio/Warrior/1002S_01,Audio/Warrior/1002S_02,Audio/Warrior/1002S_03,Audio/Warrior/1002D_01,Audio/Warrior/1002D_02,Audio/Warrior/1002C,Audio/Warrior/1002S_01,智谋不输于诸葛亮，虽有狼顾之相，却擅于隐忍，掌控朝政,前排[BLUE]法术输出[-],输出,14,5010,3,1
5011,传承张辽,辽,11,11,11,11,11,11,TRUE,501047,5,TRUE,0,,1047,3,1,1,1,172,115,213,308|309|310|311,5011,34,2,2,2,2500,101 100 10,101 501047 15,魏之明主,1001,魏之新主,1006,魏之新后,1038,魏之勇将,1032,旧日同僚,2039,旧日同僚,2041,NULL,-1,501131,501131,501131,501131,501141,0,0,0,0,0,10011 10051 10041,,UITexture/card_list/scard5011,Card/card5011,UI/Texture/Character/NPC/NPC_5011,Audio/Warrior/5011S,Audio/Warrior/5011S,Audio/Warrior/5011S,Audio/Warrior/5011D,Audio/Warrior/5011D,Audio/Warrior/5011S,Audio/Warrior/5011S,[YELLOW]信服于霸者的雄狮,[YELLOW]无视防御[-]的前排[RED]输出[-],核心,14,5011,3,1
5012,传承赵云,赵,12,12,12,12,12,12,TRUE,501013,5,TRUE,0,,1013,1,2,2,1,145,122,236,102|103,5012,14,2,2,2,2500,101 100 10,101 501013 15,忠心不二,1008,第一勇将？,1022,白龙与狮子,1014,长坂坡之怒,1009,长坂坡救子,1059,蜀国老臣,2020,NULL,-1,501231,501231,501231,501231,501241,0,0,0,0,0,10091 10011 10051,,UITexture/card_list/scard5012,Card/card5012,UI/Texture/Character/NPC/NPC_5012,Audio/Warrior/5012S,Audio/Warrior/5012S,Audio/Warrior/5012S,Audio/Warrior/5012D,Audio/Warrior/5012D,Audio/Warrior/5012S,Audio/Warrior/5012S,[YELLOW]忠心护主的白龙,[YELLOW]护盾型[-]的前排[PINK]肉盾[-],肉盾,14,5012,1,1
5013,传承诸葛亮,诸,13,13,13,13,13,13,TRUE,501011,5,TRUE,0,,1011,2,4,2,1,75,100,99,204|205,5013,0,2,2,2,2500,101 100 10,101 501011 15,三顾之恩,1008,一时亮瑜,1016,亦敌亦友,1010,黄毛丑妻,1012,泣斩马谡,2019,引荐者,2013,NULL,-1,501331,501331,501331,501331,501341,0,0,0,0,0,10041 10061 20031,,UITexture/card_list/scard5013,Card/card5013,UI/Texture/Character/NPC/NPC_5013,Audio/Warrior/1011S_01,Audio/Warrior/1011S_02,Audio/Warrior/1011S_03,Audio/Warrior/1011D_01,Audio/Warrior/1011D_02,Audio/Warrior/1011C,Audio/Warrior/1011S_01,卧龙先生，运筹帷幄。周旋于三国乱世，为蜀汉鞠躬尽瘁,全体劈雷的后排[RED]输出[-],输出,14,5013,2,1
5014,传承周瑜,周,14,14,14,14,14,14,TRUE,501016,5,TRUE,0,,1016,2,4,3,1,80,96,97,204|205,5014,0,2,2,2,2500,101 100 10,101 501016 15,霸王与琴音,1017,吴之皇帝,1015,一时瑜亮,1011,土豪朋友,1042,推荐二张,2021,推荐之功,2022,NULL,-1,501431,501431,501431,501431,501441,0,0,0,0,0,10031 10051 20031,,UITexture/card_list/scard5014,Card/card5014,UI/Texture/Character/NPC/NPC_5014,Audio/Warrior/1016S_01,Audio/Warrior/1016S_02,Audio/Warrior/1016S_03,Audio/Warrior/1016D_01,Audio/Warrior/1016D_02,Audio/Warrior/1016C,Audio/Warrior/1016S_01,东吴智谋担当，不逊于诸葛亮。通晓曲艺词赋，为当世风流才子,与[PINK]小乔[-]搭配的[BLUE]法术输出[-],输出,14,5014,2,1
5015,传承太史慈,太,15,15,15,15,15,15,TRUE,501020,5,TRUE,0,,1020,2,1,3,1,96,81,92,204|205,5015,0,2,2,2,2500,101 100 10,101 501020 15,霸王,1017,吴之皇帝,1015,都督一代目,1016,射手,2025,擒获武神,2024,弓腰女神,1018,NULL,-1,501531,501531,501531,501531,501541,0,0,0,0,0,10011 10071 10061,,UITexture/card_list/scard5015,Card/card5015,UI/Texture/Character/NPC/NPC_5015,Audio/Warrior/1020S_01,Audio/Warrior/1020S_02,Audio/Warrior/1020S_03,Audio/Warrior/1020D_01,Audio/Warrior/1020D_02,Audio/Warrior/1020C,Audio/Warrior/1020S_01,东吴神射手，以笃烈信义著称，跟随孙策屡立战功,攻击单个目标，[RED]伤害[-]爆炸,核心,14,5015,2,1
5016,传承董卓,董,16,16,16,16,16,16,TRUE,501023,5,TRUE,0,,1023,3,2,4,1,88,75,90,308|309|310|311,5016,0,2,2,2,2500,101 100 10,101 501023 15,吾儿奉先,1022,断头美色,1024,刺杀者,1001,臭农民,1025,丑屠夫,2081,可笑的讨伐,1058,NULL,-1,501631,501631,501631,501631,501641,0,0,0,0,0,10051 20021,,UITexture/card_list/scard5016,Card/card5016,UI/Texture/Character/NPC/NPC_5016,Audio/Warrior/1023S_01,Audio/Warrior/1023S_02,Audio/Warrior/1023S_03,Audio/Warrior/1023D_01,Audio/Warrior/1023D_02,Audio/Warrior/1023C,Audio/Warrior/1023S_01,东汉末年篡夺朝政的暴君，最终被王允设计诛杀,[YELLOW]护盾之王[-]的前排[PINK]肉盾[-],肉盾,14,5016,3,1
5017,传承貂蝉,貂,17,17,17,17,17,17,TRUE,501024,5,TRUE,0,,1024,2,4,4,2,73,88,79,204|205,5017,0,2,2,2,2500,101 100 10,101 501024 15,献身,1023,莫说无情,1022,心系武神,1010,惯坏了,2042,西凉莽夫,2033,西凉蛮子,2034,NULL,-1,501731,501731,501731,501731,501741,0,0,0,0,0,10041 10021 10081,,UITexture/card_list/scard5017,Card/card5017,UI/Texture/Character/NPC/NPC_5017,Audio/Warrior/1024S_01,Audio/Warrior/1024S_02,Audio/Warrior/1024S_03,Audio/Warrior/1024D_01,Audio/Warrior/1024D_02,Audio/Warrior/1024C,Audio/Warrior/1024S_01,古代四大美人之一，有闭月之貌，引得董卓与吕布自相残杀,后排[BLUE]法系输出[-]，[ORANGE]辅助弱化[-],辅助,14,5017,2,1
5018,传承魏延,魏,189,189,189,189,189,189,TRUE,501041,5,TRUE,0,,1041,1,1,2,1,166,106,213,102|103,5018,14,2,2,2,2500,101 100 10,101 501041 15,反骨的诅咒,1011,最终的克星,1044,老当益壮,1045,蜀汉精神,1050,智慧的女人,1012,阵前抵御,2020,NULL,-1,501831,501831,501831,501831,501841,0,0,0,0,0,10011 10051 10041,,UITexture/card_list/scard5018,Card/card5018,UI/Texture/Character/NPC/NPC_5018,Audio/Warrior/5018S,Audio/Warrior/5018S,Audio/Warrior/5018S,Audio/Warrior/5018D,Audio/Warrior/5018D,Audio/Warrior/5018S,Audio/Warrior/5018S,[YELLOW]镇守汉中的坚韧之骨,击退型[RED]输出[-],输出,14,5018,1,1
5021,疾风孙尚香,香,190,190,190,190,190,190,TRUE,501018,5,TRUE,0,,1018,2,3,3,2,145,144,195,202|203,5021,21,2,2,2,2500,101 100 10,101 501018 15,霸王吾兄,1017,甘露招亲,1008,江东的弓神,1020,贤良之母,1046,不跟你回去,2024,吴国老将,2028,NULL,-1,502131,502131,502131,502131,502141,0,0,0,0,0,10011 10051 10041,,UITexture/card_list/scard5021,Card/card5021,UI/Texture/Character/NPC/NPC_5021,Audio/Warrior/5021S_01,Audio/Warrior/5021S_02,Audio/Warrior/5021S_03,Audio/Warrior/5021D_01,Audio/Warrior/5021D_02,Audio/Warrior/5021C,Audio/Warrior/5021C,[YELLOW]疾箭如骤雨,召唤型[RED]输出[-],输出,14,5021,5,2
5022,疾风赵云,赵,191,191,191,191,191,191,TRUE,501013,5,TRUE,0,,1013,3,1,2,1,112,100,111,304|305|306|307,5022,0,2,2,2,2500,101 100 10,101 501013 15,魏之明主,1001,魏国双雄,1003,天生鬼才,1004,旧臣之义,1022,昔日战友,2039,昔日战友,2041,NULL,-1,502231,502231,502231,502231,502241,0,0,0,0,0,10011 10051 10041,,UITexture/card_list/scard5022,Card/card5022,UI/Texture/Character/NPC/NPC_5022,Audio/Warrior/5022S_01,Audio/Warrior/5022S_02,Audio/Warrior/5022S_03,Audio/Warrior/5022D_01,Audio/Warrior/5022D_02,Audio/Warrior/5022C,Audio/Warrior/5022S_01,五子良将之一，人称古之召虎，其名号能让小朋友不敢啼哭,[YELLOW]无视防御[-]的前排[RED]输出[-],输出,14,5022,4,2
5023,疾风吕姬,吕,192,192,192,192,192,192,TRUE,501030,5,TRUE,0,,1030,3,1,4,2,168,105,215,304|305|306|307,5023,31,2,2,2,2500,101 100 10,101 501030 15,以父之名,1022,听妈妈的话,1024,西凉之主,1023,策马奔腾,1047,西凉双将,2033,西凉双将,2034,NULL,-1,502331,502331,502331,502331,502341,0,0,0,0,0,10011 10051 10041,,UITexture/card_list/scard5023,Card/card5023,UI/Texture/Character/NPC/NPC_5023,Audio/Warrior/5023S_01,Audio/Warrior/5023S_02,Audio/Warrior/5023S_03,Audio/Warrior/5023D_01,Audio/Warrior/5023D_02,Audio/Warrior/5023C,Audio/Warrior/5023C,[YELLOW]侵略天下的无双血脉,[YELLOW]后排打断型[-]RED]输出[-],输出,14,5023,4,2
5024,疾风马超,马,193,193,193,193,193,193,TRUE,501014,5,TRUE,0,,1014,3,1,4,1,178,112,205,304|305|306|307,5024,31,2,2,2,2500,101 100 10,101 501014 15,贼子休走,1001,马氏兄弟,1044,裸衣相斗,1036,火凤凰,1033,马氏兄妹,1040,西凉同乡,2001,NULL,-1,502431,502431,502431,502431,502441,0,0,0,0,0,10011 10051 10041,,UITexture/card_list/scard5024,Card/card5024,UI/Texture/Character/NPC/NPC_5024,Audio/Warrior/5024S_01,Audio/Warrior/5024S_02,Audio/Warrior/5024S_03,Audio/Warrior/5024D_01,Audio/Warrior/5024D_02,Audio/Warrior/5024C,Audio/Warrior/5024C,[YELLOW]踏遍天下的西凉骏马,[PINK]法师杀手[-]，击退型[RED]输出[-],输出,14,5024,4,2
5025,疾风周瑜,周,194,194,194,194,194,194,TRUE,501016,5,TRUE,0,,1016,2,4,3,1,95,118,107,202|203,5025,0,2,2,2,2500,101 100 10,101 501016 15,魏之明主,1001,魏国双雄,1003,天生鬼才,1004,旧臣之义,1022,昔日战友,2039,昔日战友,2041,NULL,-1,502531,502531,502531,502531,502541,0,0,0,0,0,10011 10051 10041,,UITexture/card_list/scard5025,Card/card5025,UI/Texture/Character/NPC/NPC_5025,Audio/Warrior/5025S_01,Audio/Warrior/5025S_02,Audio/Warrior/5025S_03,Audio/Warrior/5025D_01,Audio/Warrior/5025D_02,Audio/Warrior/5025C,Audio/Warrior/5025S_01,五子良将之一，人称古之召虎，其名号能让小朋友不敢啼哭,[YELLOW]无视防御[-]的前排[RED]输出[-],输出,14,5025,5,2
5026,疾风魏延,魏,195,195,195,195,195,195,TRUE,501041,5,TRUE,0,,1041,3,1,2,1,111,86,108,304|305|306|307,5026,0,2,2,2,2500,101 100 10,101 501041 15,魏之明主,1001,魏国双雄,1003,天生鬼才,1004,旧臣之义,1022,昔日战友,2039,昔日战友,2041,NULL,-1,502631,502631,502631,502631,502641,0,0,0,0,0,10011 10051 10041,,UITexture/card_list/scard5026,Card/card5026,UI/Texture/Character/NPC/NPC_5026,Audio/Warrior/1047S_01,Audio/Warrior/1047S_02,Audio/Warrior/1047S_03,Audio/Warrior/1047D_01,Audio/Warrior/1047D_02,Audio/Warrior/1047C,Audio/Warrior/1047S_01,五子良将之一，人称古之召虎，其名号能让小朋友不敢啼哭,[YELLOW]无视防御[-]的前排[RED]输出[-],输出,14,5026,4,2
5027,疾风张辽,辽,196,196,196,196,196,196,TRUE,501047,5,TRUE,0,,1047,3,2,4,1,144,118,238,304|305|306|307,5027,31,2,2,2,2500,101 100 10,101 501047 15,旧主,1023,纯粹的强者,1022,无双的后人,1030,悲运的美人,1024,昔日战友,2041,NULL,-1,NULL,-1,502731,502731,502731,502731,502741,0,0,0,0,0,10011 10051 10041,,UITexture/card_list/scard5027,Card/card5027,UI/Texture/Character/NPC/NPC_5027,Audio/Warrior/1047S_01,Audio/Warrior/1047S_02,Audio/Warrior/1047S_03,Audio/Warrior/1047D_01,Audio/Warrior/1047D_02,Audio/Warrior/1047C,Audio/Warrior/1047S_01,[YELLOW]恣意妄为的野马,号令群雄骑兵冲锋的[PINK]肉盾[-],肉盾,14,5027,4,2
5028,固守颜良,颜,197,197,197,197,197,197,TRUE,501027,5,TRUE,0,,1027,1,2,4,1,143,98,244,104|105,5028,13,2,2,2,2500,101 100 10,101 501027 15,河北名将,1026,武神,1010,名门之主,1058,反黄巾首领,2036,炮灰联盟,2031,NULL,-1,NULL,-1,502831,502831,502831,502831,502841,0,0,0,0,0,10011 10051 10041,,UITexture/card_list/scard5028,Card/card5028,UI/Texture/Character/NPC/NPC_5028,Audio/Warrior/1027S_01,Audio/Warrior/1027S_02,Audio/Warrior/1027S_03,Audio/Warrior/1027D_01,Audio/Warrior/1027D_02,Audio/Warrior/1027C,Audio/Warrior/1027S_01,[YELLOW]守卫袁氏的荣耀,群雄辅助型[PINK]肉盾[-],肉盾,14,5028,6,3
5029,固守祝融,祝,198,198,198,198,198,198,TRUE,501031,5,TRUE,0,,1031,1,2,2,2,145,92,240,106|107,5029,12,2,2,2,2500,101 100 10,101 501031 15,阵前活捉,1013,阵前挑衅,1041,南蛮夫妻,1060,强悍的妻子,2004,诱敌设伏,2020,NULL,-1,NULL,-1,502931,502931,502931,502931,502941,0,0,0,0,0,10011 10051 10041,,UITexture/card_list/scard5029,Card/card5029,UI/Texture/Character/NPC/NPC_5029,Audio/Warrior/1031S_01,Audio/Warrior/1031S_02,Audio/Warrior/1031S_03,Audio/Warrior/1031D_01,Audio/Warrior/1031D_02,Audio/Warrior/1031C,Audio/Warrior/1031S_01,[YELLOW]死守蜀汉边境,专职保护法系的[PINK]肉盾[-],肉盾,14,5029,7,3
5030,固守周泰,泰,199,199,199,199,199,199,TRUE,501043,5,TRUE,0,,1043,1,2,3,1,141,98,241,104|105,5030,13,2,2,2,2500,101 100 10,101 501043 15,不屈的战魂,1017,不灭的战意,1016,轻侠胆气,1054,坚守东吴,1068,不朽的忠魂,2028,NULL,-1,NULL,-1,503031,503031,503031,503031,503041,0,0,0,0,0,10011 10051 10041,,UITexture/card_list/scard5030,Card/card5030,UI/Texture/Character/NPC/NPC_5030,Audio/Warrior/1043S_01,Audio/Warrior/1043S_02,Audio/Warrior/1043S_03,Audio/Warrior/1043D_01,Audio/Warrior/1043D_02,Audio/Warrior/1043C,Audio/Warrior/1043S_01,[YELLOW]东吴的血肉赤壁,能够输出的[PINK]肉盾[-],肉盾,14,5030,6,3
5031,固守许褚,许,200,200,200,200,200,200,TRUE,501036,5,TRUE,0,,1036,1,2,1,1,147,95,235,104|105,5031,13,2,2,2,2500,101 100 10,101 501036 15,全心守卫,1001,点拨之恩,1029,魏之猛将,1003,裸衣相斗,1014,强弱难分,1034,曹魏勇将,2001,NULL,-1,503131,503131,503131,503131,503141,0,0,0,0,0,10011 10051 10041,,UITexture/card_list/scard5031,Card/card5031,UI/Texture/Character/NPC/NPC_5031,Audio/Warrior/1036S_01,Audio/Warrior/1036S_02,Audio/Warrior/1036S_03,Audio/Warrior/1036D_01,Audio/Warrior/1036D_02,Audio/Warrior/1036C,Audio/Warrior/1036S_01,[YELLOW]誓守曹魏至死,专治冲锋武将的[PINK]肉盾[-],肉盾,14,5031,6,3
1001,曹操,曹,18,18,18,18,18,18,TRUE,501001,4,TRUE,0,,1001,3,6,1,1,92,96,100,300|301|302|303,1001,0,4,3,4,2500,101 100 10,101 501001 15,叹兮无双,1022,继兮吾子,1006,痛兮祭酒,1004,爱兮知己,1062,忌兮双雄,1008,勇兮良将,2006,奇兮黄须儿,2010,100101,100111,100121,100131,100141,0,0,0,0,0,10041 10051,,UITexture/card_list/scard1001,Card/card1001,UI/Texture/Character/NPC/NPC_1001,Audio/Warrior/1001S_01,Audio/Warrior/1001S_02,Audio/Warrior/1001S_03,Audio/Warrior/1001D_01,Audio/Warrior/1001D_02,Audio/Warrior/1001C,Audio/Warrior/1001S_01,“治世之能臣，乱世之奸雄”，一统北方，缔造曹魏政权,前排[GREEN]回血型[-][PINK]肉盾[-],核心,13,1001,0,0
1002,司马懿,司,19,19,19,19,19,19,TRUE,501002,4,TRUE,0,,1002,3,7,1,1,80,96,96,300|301|302|303,1002,0,3,3,3,2500,101 100 10,101 501002 15,狼顾之忌,1001,魏蜀双星,1011,魏之忠魂,1003,一生相佐,1006,杀婢狠妻,2004,野心之子,2005,NULL,-1,100201,100211,100221,100231,100241,0,0,0,0,0,10051 20031 20031,,UITexture/card_list/scard1002,Card/card1002,UI/Texture/Character/NPC/NPC_1002,Audio/Warrior/1002S_01,Audio/Warrior/1002S_02,Audio/Warrior/1002S_03,Audio/Warrior/1002D_01,Audio/Warrior/1002D_02,Audio/Warrior/1002C,Audio/Warrior/1002S_01,智谋不输于诸葛亮，虽有狼顾之相，却擅于隐忍，掌控朝政,全体毒伤的前排[RED]输出[-],输出,13,1002,0,0
